text,language,predictions
감자 대리로 사드려용 선입금은 거파 방지로 5000원받고 성공 유무 관계없이 선입금 다시 돌려드리고 성공시에 수고비 2500원 받을게요 디엠주세요! ㅅㅊㅇ 감자 감자 대리티켓팅 새로고침 구매버튼 http,Korean,2.740236
Te deseo lo mejorrr,Spanish,2.5400717
@user 치토세 말씀하시는건가요? ㅎㅎ,Korean,2.7780132
ياجماعه ترا حتى أنا مدري لمين أغرد,Arabic,2.5833933
@falsaif #عشى_سنوات_محتوي,Arabic,2.572742
@user t haces la cheta priscila y bien que cuando estoy yo pones esos temas raros mira no m hagas hablsr loco,Spanish,2.3856585
"""i saw you on a sunday in a cafe and all you did was look my way"" http",English,2.6139934
omg i’m so jealous 😭,English,2.6712415
안전진행 빠른입금 상상티켓：【 O1O-2138-66O3 】핸드폰 휴대폰 소액결제현금 wisely 핸드폰결제 safety 핸드폰소액결재현금화 hang 아이폰소액현금화 being 아이폰소액결제현금화 are 아이폰소액결재현금화 the 신용카드,Korean,2.6705294
Mais uma noite e eu aqui,Portuguese,2.516498
@user Ça m’arrive souvent 😶 Et à chaque fois j’suis obliger d’annuler et de recommencer le post 🙄,French,2.536004
산신령 같대 아 ㅠㅠ http,Korean,2.4498715
@user Mehhh 😒😒 We have the largest broom in the world... 😩😩,English,2.673566
-شو بتعمل بالامتحان -بكتب اسمي وسم المادة -اي وبعدين -براقب مع الاساتذة 🌚💔,Arabic,2.501618
雖然性格很臭(?)🤣 ㅋㅋㅋ 但是我尊敬你，我們太妍💜 總之新的一年 我們都要健健康康快快樂樂的 因為約定好了要長長久久的見面不是嗎😊 http,Chinese,2.6590643
@user @user @eelcobvr @user We spellen het gewoon als At,Dutch,2.683539
"Réforme des retraites : après 37 jours de grève, considérez-vous que le mouvement doit s'arrêter ? http",French,2.4733512
@user माननीय श्री आदित्यनाथ जी महाराज,Hindi,2.7857976
"@user Prr pensei q os brabos estavam jogando, os nets ta fraquinho",Portuguese,2.3356478
@user دوووم يارب,Arabic,2.4966624
"Tirei 18 a matemática, 18 a português, 16 a biologia e 16 a FQ. Querem que eu faça um thread a explicar como podem estudar para cada exame?",Portuguese,2.5029407
"Maybe it doesn't have perfect seams, but it's warm and made with love. http",English,2.702532
@user Tengo panas gays que te hacen eso y mas! Hasta te pintan las uñas pues! 😂 http,Spanish,2.3451278
@user सबसे बडा आतंकी तो राजीव गांधी हैं जिसने हजारों सिख भाईयो का कत्ल करवाया गया,Hindi,2.9350414
@user lucas eu nao posso concordar mais com vc,Portuguese,2.5547893
@user I was in the #1 Team called Team Unguardable,English,2.6849067
"Dejé de seguir a aproximadamente 400 cuentas y fue como nacer de nuevo, como hacer la limpieza del cuarto y sacar cosas que ya no sirven.",Spanish,2.3799071
Mio Dio un’intera edizione in cui penserò ai problemi intestinali di IVA Zanicchi #GF16,Italian,2.3667018
@user @user #Douglas reveille-toi ! #LR réveillez vous !! #ladroitecestzemmour #Zemmour2eTour !!!,French,2.644209
무대 플랜같은거 대타 많이 구하시는분 계시는데 플랜 잡을때 본인 스케줄을 계산하는건 기본적인거 아닌가 ?? 그거 팀에 진짜 피해 끼치는거에요 ...,Korean,2.608821
"@user (En plan solo iremosi hermana y yo, mis padres recién irán el finde o la semana que viene ugh",Spanish,2.5131032
@user هذا كله والسيتي حاي كان برشلونة,Arabic,2.561974
Unpopular opinion: Le coppie innamorate sono molto belle e chi dice il contrario o è invidioso oppure è arido (o entrambe!),Italian,2.4395394
@user Haven’t put 2 passes together? That’s impressive considering they’ve scored 3 goals,English,2.6545262
@user Creo que lo suficiente para deteriorar el medio ambiente ! 🥺💔somos unos #%#%#%#%##!!!!!,Spanish,2.876256
समय भी कैसे कैसे रंग दिखाता है 🤔 तारा सिंह VS सकीना 😜😜😜 http,Hindi,2.730486
@user @user Esta en condición de aforado en Twitter... 😂 😂,Spanish,2.4523783
@user moi j’étais ou encore pour rater ça,French,2.6477978
2019-03-11 14:25:08.717084 -- latest data from 2019-03-11 12:15:52 - Temperature: 8.1 C - Humidity: 41 % - Wind: 26.3 km/h --,English,2.764059
하하 제가 멀삿게요 어제도 뭐 산것같은건 기분탓입니다 그렇고말고 http,Korean,2.620501
J’ai même oublié qu’elle est en terre propice hein ouloulou 🔥,French,2.629024
6 cosas que debes hacer para que tu portátil dure más http,Spanish,2.8233616
@user 참여 감사합니다. 1월 신규직업 아델 업데이트를 기대해주세요! 업데이트 후 알림 드리겠습니다.😊 #메이플스토리,Korean,2.6318517
애들 1위 대기할 때 현장 아미들 응원 되게 열심히 했는데 정국이 손 흔들면서 웃어주고ㅠㅠㅠㅠ 태형이도 우리 봐주고ㅠㅠㅠ 그것만으로도 댕행복ㅠㅠ,Korean,2.7526069
@user @user hehehe! Obrigada pela audiência!,Portuguese,2.4106462
सनी देओल ने थामा बीजेपी🌹 का हाथ । पाकिस्तान में हेडपम्पो की सुरक्षा बड़ाई गई😂😂😂,Hindi,2.4886267
comment vous ferez un coming out à votre mère ? c’est beaucoup trop dur,French,2.3398914
風見さぁん！！！！！,Chinese,2.7192662
#StaseraItalia @user sta disintegrando Faraone con pacatezza ed eleganza,Italian,2.463774
Rappel produit : Lasagnes saumon épinards de marque Votre Traiteur Vous Propose http,French,2.3215082
"बने रहो कुटिया में , बरना नजर आओगे लुटिया में। #IndiaFightsCorona",Hindi,2.6019764
आज से #फैसला ये है कि अब #आवाज नहीं देनी किसी को… हम भी देखे कौन कितना #तलबगार है हमारा.. #बज़्म #शायरांश #alfazmere,Hindi,2.85106
@user @user Sou pica demais tava dormindo de tão pica q sou,Portuguese,2.6842756
"#Muzaffarnagar : जिले में आज बिजनौर से पहुंचेगी गंगायात्रा, बिजनौर बैराज पर पूजन के बाद शुरू होगी यात्रा। @UPGovt @CMOfficeUP",Hindi,2.4498084
"Netflix, você prometeu #AnneWithAnE http",Portuguese,2.333951
"@user Noi diciamo ""carupipi"" non so se sia lo stesso ahahah sono di Messina",Italian,2.6563609
무슨 에스컬레이터 맨날 점검하지,Korean,2.762924
#भोपाल ने दिया नारा #प्रज्ञा_ठाकुर संत है #दिग्गी तेरा अंत है,Hindi,2.7494597
"कपिल मिश्रा जैसे राष्ट्र रक्षक,सनातनियों,को सपोर्ट करो, नहीं तो कोई तुम्हारे हक के लिए खड़ा नहीं होगा👍 I Support Him",Hindi,2.6296823
@OfficialASRoma Maledetto spero che non ti facciano più fare lo stadio cosi te ne vai a fanculo a boston,Italian,2.6149745
Métanse en la cabeza algo: NADA ES GRATIS EN INTERNET. Gracias x su atención.,Spanish,2.5017784
Io che di farfalle ne ho una sulla mano. Ed una sul cuore.,Italian,2.8057592
@SachinPilot उगते हुए सूरज को कुछ समय के लिए बादल छिपा सकते हैं हमेशा के लिए नहीं। सूरज निकलेगा। http,Hindi,2.8055685
"@ShawnRAshmore You'd say they are some * cool * jokes, don't you think? (I'm not sorry)",English,2.6621149
@Dr_Uditraj मंदिरों से दान आ रहा है और मस्जिदों से कोरोना । #दुखद,Hindi,2.74834
@user welkom terug 💫,Dutch,2.8349028
@fattoquotidiano Bestia,Dutch,2.4535384
उड़ गया पाकिस्तान,Hindi,2.7739723
Vorrei conoscere gli stilisti per la proposta in discoteca😂#ciaodarwin,Italian,2.5146713
Bonjour les amis je recherche un maçon qui sache faire du béton désactivé. Me contacter en mp merci,French,2.4680507
@user Ik heb 2 speculaasjes als dessert genomen. #verschilmoeterzijn,Dutch,2.6876671
@user Il est temps d’aller signer la bas. On prend qui ?,French,2.5274851
"Increíble, nunca me acuerdo de lo que me tengo que acordar en los momentos clave, y hoy me han recordado, lo mal nacido y gilipollas que soy",Spanish,2.6875014
@user essa aí nem a própria mais lembra,Portuguese,2.4331827
कल करोडा मे साथियों से रू ब रू हई ओर सभी साथियों को चुनाव की तैयारी करने का आह्वान किया http,Hindi,2.6939352
"@user Croce Rossa Italiana, collusa con gli scafisti e il PD. È un grosso affare di soldi e tutti ci devono campare.",Italian,2.5967624
@user LOOK a mio modesto parere la loro relazione è la cosa migliore che potesse capitare a ryan. no printer just fax,Italian,2.7331152
@user Melhor coisa,Portuguese,2.3939881
Ganhar sua primeira amostra grátis como médica interna não tem preço kkkkkk,Portuguese,2.555133
Le jeu vidéo Worms Revolution est maintenant disponible sur LudoCollec ! http,French,2.600831
نائب وزير الخارجية الكويتي يلتقي سفير الولايات المتحدة الأمريكية لدى البلاد http (ح.ط) http,Arabic,2.4357698
목디스크는 자연치유된대 병원안가도될듯,Korean,2.677946
I'm going mad at the prospect And you throwing love at me,English,2.5151727
"Kijk ik hou van DM's don't get me wrong, maar als je slide met ""hoeveel jaar ben jij"" dan mag je mijn DMs gewoon verlaten🥴",Dutch,3.0680442
190831 핫트 팬싸 책상 위 우석 정말 위험했다 🤭 #김우석 #kimwooseok #MAMAVOTE #X1 http,Korean,2.745614
@user قهوة مر بدل شاي مر بردو مااااااشي بديل ناجح,Arabic,2.6482263
@user La tia que camina hasta con baston pero es bien cotilla🤣,Spanish,2.4374795
2 people followed me and 2 people unfollowed me // automatically checked by http,English,2.7034032
@user 😂😂 Che classe,Italian,2.4548192
@user @user We hebben vragen,Dutch,2.7719443
خوص #برنامج_الموسم11,Arabic,2.4739506
@user jpeux pas dire ça publiquement dsl je risquerais d’être arrêté,French,2.5357943
"जितना बोलना है बोलले , चिंता मत कर वो आ रहा है सबका जवाब मिलेगा। अब आगे-आगे रैलियां दिल्ली में ही हैं http",Hindi,2.7208428
@user طبيعي حيل.,Arabic,2.4568362
ربي أعوذ بك من الكسل وسوء الكبر ربي أعوذ بك من عذابٍ في النار وعذاب في القبر http,Arabic,2.5505524
"@user @user eu diria que no momento há sons que incomodam bem menos que outros, não tenho som preferido por isso",Portuguese,2.5032148
@user @user @user @user @user punten,Dutch,2.6708746
اللهم انا نسألك الجنه ونعوذ بك من غضبك والنار http,Arabic,2.6725907
@user Oui grosse force à vous in cha Allah vous Cree la surprise !,French,2.5583491
@user @user raconte quoi elle,French,2.5885286
有多少孩子是这样 一步步离不开眼镜的？ 你的孩子中标了吗😂 http,Chinese,2.6319237
@user @user क्या मारा है ।।।,Hindi,2.4703846
Our gut instinct is that you'll want to #GetComfortable in a home of your own.,English,2.7152514
@user @YouTube @FortniteFR ez les 100 abos + le S2 en marche comme prévue 😎,French,2.820724
نتخلص من نصف همومنا حين نتحدث عنها لصديق نحبه ♥️,Arabic,2.548439
"""Ma all'andata non segnò Son?"" ""No"" ""M'agg SONnat"". Applausi, grazie.",Italian,2.49866
@user عليج بالعافيه,Arabic,2.5105996
@user 列宁关于国际主义之类的描述就是鬼扯，中国和别的国家之间是文明之间的冲突，这种冲突是大于阶级的，注定无法和解。 对我来说上台的是不是共产党都不重要，只要能达到中华文明的强势，哪怕现在是帝国也没关系。,Chinese,2.5560799
....그러고보니 어제 신퀴 안봤네...,Korean,2.5879788
？,Chinese,2.799464
ضيفني + لايك + رتويت + سوي فولو من الرتويت،وآضمن لك اكثر من ١٥٠ متابع في ٣٠ دقيقة.ضيفوا بعض.لاتنسى تضيفني.لاتنسى تفعل التنبيهات 👏👏❤️❤️ 16,Arabic,2.6014435
अंकित शर्मा जी के कातिलों को खोजकर उसी प्रकार की मौत देनी चाहिए जैसा उन दरिंदों ने देशभक्त अंकित शर्मा को दिया है ।,Hindi,2.7765446
@user 40 millions d'Africains amoureux de la France et patriotes ne seront jamais le peuple français.,French,2.4557662
primeira vez numa mesa de votação,Portuguese,2.564566
"En el día de hoy , @user cumple 36 años. Te deseamos lo mejor! Felicidades!! 🎂 http",Spanish,2.7717867
Als wij vrienden zijn en je gaat vreemd bij je partner of hebt echt een langdurige affaire... I can’t trust you anymore,Dutch,2.8325672
سيمضي ما كان صعباً بلطف الله دون أن تشعر ..,Arabic,2.6098073
#Beneluxtrein 9260 (V 20:52 van Brussels Airport - Zaventem) naar Brussel-Zuid is 12 minuten vertraagd. #BNL9260,Dutch,2.7310016
@user Ik ben geneigd de klanken dan toch maar te melden bij Stemra.,Dutch,2.7201645
"""Cosa guardate?"" ""Un cavaliere. I suoi uomini."" E i cavalli? Quei poveri cavalli? Nessuno pensa mai ai cavalli.",Italian,2.5223224
@user 이젠 서로의 개그를 안 받아주는 것도 너무 부부같아요😭 그러다가 또 약파는 농담할 땐 죽이 잘맞는 ㅋㅋㅋ,Korean,2.539405
Ik ga upgraden naar Spotify premium want ik wil liefdesliedjes in bad luisteren. Ook rock in de tuin lijkt me wel wat.,Dutch,2.901477
Meta pley y música a pleno en casa con los pibes,Spanish,2.4595509
워드 36문제 맞아야 합격인데 계속 34개 31개 맞아서 똥줄타,Korean,2.6530545
"Amamos ficar com esse hspede cabeludinho. Thor, volte logo para ficar conosco mais vezesclick to see email http",Portuguese,2.4173372
@PiyushGoyal राहुल गांधी बकलोल और लोल दोनों में PhD किए हुए हैं,Hindi,2.7443204
@user ??? Mais tu la connais même pas :/,French,2.8645139
¡He desbloqueado un nuevo y poderoso héroe! ¡Únete a mi ejército! http http,Spanish,2.468434
"Según Clarín, la nena tiene la culpa de que 5 mayores hdp la violaran. http",Spanish,2.5799613
um monte de cristão que critica fanatismo mas ontem só faltava cair a boca enquanto estavam assistindo a posse,Portuguese,2.3741894
"apenas 10 minutos, e temos um recadinho para o RAS: #Riverdale http",Portuguese,2.53504
Salvemos las dos vidas💙,Spanish,2.5702636
"En serio no entiendo a la gente que le gusta el frío, yo ya lo estoy sufriendo 😓",Spanish,2.4771044
La foto delle Marche viste dall'alto | Marche travelling http,Italian,2.4534895
Todo sobre el panorama político en la última fase de cuarentena http,Spanish,2.5887861
@user @user Ja dus?? Alsof ik niet kan vliegen naar nl???,Dutch,2.709159
Las ojeras de ese weon las tengo yo hace 2 días,Spanish,2.6443634
@yadavakhilesh Hahaha.... आखिर सिद्ध कर दिया कि बुआ तो बुआ ही होती है।,Hindi,2.5646603
Quando da piccolo hai esagerato con le puntate dell'Albero Azzurro #escita #Eurovision2019 http,Italian,2.5769575
真相,Chinese,2.6999226
Too many fish make tumultuous broth,English,2.4717994
Same with sejunie. Even before I knew him. Pramis. #SB19 @SB19Official #SB19EasterWithATIN,English,2.7520533
@user Você acha está informando ou militando? 🤔,Portuguese,2.552871
Hebben jullie ook wel eens jullie benen geschoren als een soort fuck you naar die date die je laat hangen (I went there),Dutch,2.8266282
"@user Merciii tu l’avais joué sans moi,j’en suis sûr😅😎",French,2.5079951
ざわ…ざわ…,Chinese,2.6019063
역시 아게하씨 좋은 사람~,Korean,2.6209433
@user 雷か闇,Chinese,2.6606925
@user Don't tell me EBS is CNN compare to them?,English,2.7316039
@user 요나님 완전 이뻐~💕💕💕,Korean,2.5983922
"@user A la base je l'ai vu sur une story mais il aurait pu mettre un ""attention spoil """,French,2.4042442
"dormir abrazados, lo único q pido",Spanish,2.5289514
@user reply 2019-03-21 04:01:32 +0000,English,2.8679988
@user @user Oh las amoo❤,Spanish,2.3732166
ojalá el eva 02 aparezca en el primer episodio porque es lo que más quiero ver después de su trincheta claro está,Spanish,2.4949453
@News18India @INCIndia काँग्रेस अँटी प्रचार में ही व्यस्त है और खुश है। खुद की खुशी काँग्रेस को मुबारक!,Hindi,2.612332
Pire réveil j’étais bien dans mon lit wsh,French,2.5029998
@user انت الحلو,Arabic,2.708704
@user 나나세 깐머... 나나세 깐머 제가 지금 열심히 구상 중인데 얜 뭘 해도 안 어울릴 것 같아서 걱정이에ㅐ요ㅠㅠ ㅜㅜㅠ ㅠ ㅠ 그치만 우리 모모하라는 말랑콩떡과 섹시를 다 하는...ㅠ ㅜㅜㅜ,Korean,2.6191142
Bon je vais dormir,French,2.561108
@user Invece sono proprio queste le partite che meritano di essere guardate e io me le sto a perde tutte 😭😭,Italian,2.5589762
"Overigens, voor de mensen die zeggen ""Lekker belangrijk in deze periode"": klopt, heb nog nooit zoveel RTL weer gezien als recentelijk....",Dutch,2.895992
@user 머4터 내자리 흐극,Korean,2.6547832
@user 你的眉毛好可爱呀😂😂,Chinese,2.4268718
@user حظك والله ماعطوني الا العاهات 🙂💔,Arabic,2.521786
Op dit moment vliegt PH-HSC richting het zuid-oosten op een hoogte van 0km over #Barendrecht.,Dutch,3.0328245
"@user Honestamente yo no sé ni qué pensar, sólo me da meyo",Spanish,2.5744274
@user الريأكشن فظيييع 😂😂😂😂,Arabic,2.3620534
@user @user Kkkkkkkk eu não mexo com ngm 😤,Portuguese,2.4103425
Soy a la única persona a la que le encanta estudiar y cuando un tema le interesa lo investiga por todas las fuentes posibles?,Spanish,2.5206552
जो भक्त मुस्लिम अकाउंट बनाकर बैठे है.. अल्लाह करे उनको जीजा ओर दामाद भी मुस्लिम ही मिले..😹😹,Hindi,2.6814349
"Lashawn, the 71st Miss Texas Southern University, Class of 2019. http",English,2.6889052
@user شكرا مصنع بطاطس عمان,Arabic,2.4584267
너무 오른거 같은데요. 올해 컨센이 다 된다인데... http,Korean,2.5893366
@user Segnato 📕🖋📌,Italian,2.6791046
@topito_com Je veux être né en juin !!!!! 😭,French,2.4828265
necesito desahogarme.,Spanish,2.7282782
✅ Se llevó a cabo una mesa técnica sobre licencias con perspectiva de género 👉https://t.co/ZtINfS8iaq http,Spanish,2.5043046
رَبَّنا وَلَكَ الحَمْدُ، حَمْداً كَثيراً طَيِّباً مُبارَكاً فيه,Arabic,2.527377
पत्थर भी दो प्रकार के होते हैं। नेताजी के गाड़ी पर गिरे तो लोकतंत्र पर हमला। सेना पर बरसे तो अभिव्यक्ति की आजादी। http,Hindi,2.5967498
@user I just want the human version of Sindels rev skins😣,English,2.5314624
@user Me lembra não que eu ainda to tentando superar,Portuguese,2.5455308
@user @user Credits naar Sara Kroos,Dutch,2.428792
@user Dries van Langenhove &amp; Gerard van hecke tweets scoren redelijk goed bij Belgisch twitter,Dutch,2.851396
@user Olá,Portuguese,2.8431528
Se tem uma coisa boa e amar é se sentir amado e ainda ter uma pessoa maravilhosa ao seu lado e a melhor que tem,Portuguese,2.4863007
जीवन में उननीस बीस तो होता रहता हैं 🙆 😂😂😂😂 पहली बार २०२० हुआ है 😝😝,Hindi,2.9442835
#中英联合声明 中国在声明中做出的承诺，不是对其他人做出的，而是对英国政府做出的承诺！ 英国政府当然有权利监督你是否兑现了承诺。因为你的承诺是英国归还香港的前提条件，如果你违反承诺不履行承诺，英国有权收回香港！ http,Chinese,2.5913
"أسوأ مسافة بين شخصين هي إساءة الفهم .""",Arabic,2.595034
@user @20Minutes Toi t soumis au mode de consommation. Des drogues de l l'alcool. Chaque personne est libre,French,2.5421753
@user @user @user طيب ياليت انصاف باللقطه ذي يا ابو النيف http,Arabic,2.326417
@user Ça n’a aucun intérêt et absolument aucun sens!,French,2.4909673
@user @user @NOS het is wel een verlaging van de werkdruk en tevens prima om als beginnend leerkracht mee te starten. 2/2,Dutch,2.8328483
@user @user @g1 e o q q isso tem a ver tbm kkkkkkkkkkkkkkkkkkkkkkkk critica e faz a mesma coisa,Portuguese,2.4193707
@user @janainalimasp @partidonovo30 @TSEjusbr Desisto! Um belo fim de dia!,Portuguese,2.440168
@user 지차요ㅠㅠ 공간활용능력이 남다르다요ㅠㅠ,Korean,2.661876
@user 我淘宝上去看下,Chinese,2.5789838
@user @user A deux doigts d’organiser une flashmob,French,2.5795171
"صباح الخير ثم""إعتنِ بقلبك جيداً وإبتسم وردد أذكارك""♥️",Arabic,2.8176558
Adesso in onda Loredana Bertè - Cosa ti aspetti da me,Italian,2.818161
Frizze,Italian,2.3951564
Nieuwe Belgisch Record polsstok junior vrouwen. 4.18!! In 🇺🇸. Gefeliciteerd Elien en @user http,Dutch,2.840808
@user @user @Rekhta Very nice! मगर अपने ख़ुद के इस वायदे को पूरी ईमानदारी से निभाइएगा 😊,Hindi,2.6361926
PETAFLOP Cadre Chat Plaque Funéraire Personnalisable Forme Coeur avec Texte au Choix http,French,2.4075568
"@user É una serie bellissima, io la sto riguardando di recente. Fidati che merita 😊",Italian,2.6272483
softissima per changbin niente di nuovo insomma,Italian,2.9641058
@user 飛燕連脚！,Chinese,2.5774777
गणगौर पर्व के पावन अवसर पर सभी को हार्दिक बधाई एवं शुभकामनाएं। #Gangaur http,Hindi,2.7166345
길을 안내하겠소. #MasterYi.,Korean,2.4747221
Non vedo l'ora amore mio ❤️ @user http,Italian,2.7214065
vou dormir #triste,Portuguese,2.655371
@user El hombre en busca de sentido. Viktor Frankl,Spanish,2.6541631
"Ficar apaixonada é bom demais, aff❤️❤️",Portuguese,2.5711846
@user why did he sell the potion,English,2.5513177
@user @user @user 1000mo la tient pas deux jours dans mon téléphone @CI_Orange,French,2.4690728
@user 這款OBS其實很人性化了誒,Chinese,2.7022018
@user 僕も乾杯し隊✨😂,Chinese,2.4515254
@user المشكله اني شفته بالمسلسل,Arabic,2.5274343
To com fomeeee,Portuguese,2.6687315
"Net niet voor ons, maar trots op deze toppers @FlipperKF @user @user @yaninawickmaye8 en @user",Dutch,2.6448987
Yeah! 💘 What do you think about this: horny 🔞 blow jobs and adult games 💓🍬 #MilfStrip,English,2.5915272
ㅋㅌㅋㅋㅋ 존나 웃겨서 알티함ㅋㅋㅌㅋㅋㅋ,Korean,2.706903
ملعب المباره حاجه تكسف بصراحه 😡😡,Arabic,2.439692
ربِّ أسألك خير ما في هذا اليوم وخير ما بعده ♻️ http,Arabic,2.6414104
@user 残念ながらまだ落ちてないんですよねぇ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！(ﾅｺﾞﾔとｵｵｻｶCDを予約した顔),Chinese,2.6902785
Me comí una r,Spanish,2.513022
寻找所有人的匿名问题！ 最近回答的提问 ● 猜猜我是谁鸭 是你刚约的小姐妹… ● 梦梦呀，nh追星是什么体验，想… ● 约定什么时候抄完🌝… ● 约定那个是我 我明明发了表情的… #问题框 #寻找匿名问题 http,Chinese,2.715037
sdd usar aliança 😔,Portuguese,2.7394097
@user @user io sto con bianca ✊🏻✊🏼✊🏽✊🏾✊🏿,Italian,2.843178
@love_nkun わこぷり！！！！わこもり！！！,Chinese,2.5649455
#الوحده_الاهلي يارب 🥺💚,Arabic,2.4149714
(فلما جاء أمرنا جعلنا عاليها سافلها وأمطرنا عليها حجارة من سجيل منضود) [هود:82] http,Arabic,2.4967172
@user Jaja es que cambie de equipo y no se guardaron mis contactos :(,Spanish,2.6758485
"en fait j'ai menti, mon premier crush sur une femme c'est pas aishwarya rai c'est cœur de pirate",French,2.8544421
@user @user @juventusfc Ovviamente. Anche quando usa i morti del Heysel? Quel Boa sembra una gran bella persona. Difendilo anche.,Italian,2.6756501
@user Weet weel 😄,Dutch,2.5692458
Ma sbaglio o solo nelle edizioni di barbarella la diretta stacca alle 2? #gf16,Italian,2.543615
@user Bah Nn moi j’en met jamais pourtant j’en ai 1 💁🏻‍♀️,French,2.473218
تغافلنا عن أشياء كثيره ، وظنوا أننا مغفلين!.,Arabic,2.5306358
@user è tuo,Italian,2.7556636
दिल्ली के लिए नया नारा मेरे ध्यान में आया। हर जगह कोशिश करें कि इसका प्रयोग हो: शरजील का यार केजरीवाल @AmitShah,Hindi,2.8325684
"¿Puede ser @rubenmartinez23 uno de los fichajes más rentables de la historia del Club?, yo no tengo dudas #UDLog",Spanish,2.6253512
imagine t là tranquille et puis on te filme sans ton consentement pour l'afficher sur les réseaux 🤩🤩,French,2.5880346
@user Ho appena fatto la tessera del partito,Italian,2.640905
"L'ex azzurro Altomare a TMW: ""Mi aspettavo più attaccamento da parte di Insigne, ma..."" - http http",Italian,2.4787917
Un nene hoy como no había papel se limpió el culo CON LAMANO.,Spanish,2.7541258
"「讓她在網路繼續炫耀的吹」 前同事太太在稅務局工作,「每次在網上看到一女自由業,她總是很高調的形容多忙,也非她不可,也賺的滿滿, 越看越覺得她很矯情,除非吹噓太多,不然就是賺了太多.....」 好聰明,查稅就知道了.",Chinese,2.7554522
Everyone I want to go to Open Like @SocialWorks it’s always something that makes me not go. Either my mom says no or I have to work 🙄,English,2.7467563
@user @user El ser humano cambia y evoluciona sin distinción del bien o el mal...,Spanish,2.3877847
@user Elle est magnifique,French,2.7768872
Seja o próprio motivo da sua felicidade. 💫 http,Portuguese,2.6678002
Quiero rosas,Spanish,2.4972548
@user 아 자리??ㅋㅋㅋㅋ,Korean,2.5914042
@GinaRaimondo you are a disgrace,English,2.740555
"@user @user @user Voor jou, struisvogelpolitiek!",Dutch,2.7444756
Rien n'est éternel ~,French,2.6364753
그 때 그 루브르 세훈 보며 울던 그 날 http,Korean,2.679817
@user अपने ट्वीट में नीचे की दो लाइन इस तरह से कभी मत लिखना प्लीज http,Hindi,2.8475385
Vou até dormir kkkk,Portuguese,2.5885675
@user 我,Chinese,2.6952589
@user @user @Inter Con lui dalla sua parte* nello spogliatoio.,Italian,2.8556802
سبحان الله والحمد لله والله أكبر لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير http,Arabic,2.7820518
@user @user Si le dije pero no me hace caso,Spanish,2.6826649
il me manque.,French,2.7086148
"जनता की खुशियों की बात, महापरिवर्तन के साथ #Vote4MahaParivartan नयी दिशा नयी उम्मीद",Hindi,2.6613922
Damn why didnt i know this? But happy #LesbianVisibilityDay http,English,2.5222328
@user @user @user @pattonoswalt @user Holy crap. I ask a question and you freak out.,English,2.7203548
这个五毛账号我前些日子在推特请大家帮忙举报，我自己也拉黑过她， 我简直无法理解她怎么还可以出现在我的推里? 还在继续跟我的贴? 有人能解释吗? http,Chinese,2.8482068
@user ただいま ！！！,Chinese,2.8807273
@user @user Seguindo.,Italian,2.6416488
OMG! You have to see this. #BIGOLIVE. http http,English,2.6504226
川普的信條：沒有什麼事不能交易，沒有交易不能解決的事。 川普的國安顧問博爾頓的信條：沒有什麼仗不敢打的，沒有打仗不能解決的問題。 在川普的「班子」里，川普還算溫和的。😅,Chinese,2.6503806
@Madonna @user why did she lose????,English,2.532901
@user 私ね！！バイト！！！！！！！！,Chinese,2.4585545
@user werk,Dutch,2.6047502
"Bru Refugees are persecuted Hindu Tribe, forced to flee Christian dominated Mizoram. http",English,2.351991
"If your word is bond, our bond is bound.",English,2.5733533
اللهم اجعل نفسي نفسا طيبة مطمئنه طائعة لك تؤمن بلقائك ترضى بقضائك تقنع لعطائك ولا حول ولا قوة الا بك http,Arabic,2.504526
"então galera... recomendo dms, vc tira um pouco do hype e presta atenção nos detalhes",Portuguese,2.5142283
नागरिकता कानून के खिलाफ बिहार में विपक्षी दल 25 जनवरी को बनाएंगे ह्यूमन चेन! (रिपोर्ट @user ) http,Hindi,2.484128
@user perfeita 😍,Portuguese,2.4103127
متعه بصريه هولندا x التشيك http,Arabic,2.5812852
素直で偉いぞ田中。最高。,Chinese,2.7490127
دي خيا ماشي بمود بن متناكة بصراحة لو نافاس مش هيعمل كده,Arabic,2.928446
"Escuché que tocaron la puerta, salí bien emocionada y era el aire. No sé si reír o llorar 🤔",Spanish,2.4877584
@user @user aye,Spanish,2.765564
@sudhirchaudhary Video clip देख कर तो ऐसा लगता है जैसे बहती हवा सा था,Hindi,2.9241574
@user 何なに？,Chinese,2.9125807
Hadden mensen wel kunnen zeggen: Kan je niet beter de fiets pakken? Ik: Mn band is lek 😭,Dutch,2.8715422
"@user Bah jte redis si jviens, ça veut dire i mfaut un plan dodo ça m'étonnerait que ça dure toute la nuit",French,2.4988742
@user Che capita ?,Italian,2.4626572
@user Jaja gracias paso ...🤣,Spanish,2.5387855
@user #स्वामी_विवेकानंद 🙏🙏,Hindi,2.3184488
想找个s，主要是想叫不是爸爸的人爸爸。还想找个m，任务书帮我写论文😣,Chinese,2.596958
@user In deze tijd kun je dat gewoon als verstandige ”Social Distancing” uitleggen hoor. :-),Dutch,2.6673627
@user je suis bébé je suis pas bébé,French,2.6505632
البرنس مع الثوار في الطريق إلى القيادة ✌🏿 #موكب6ابريل http,Arabic,2.4694562
